"","GROUP","value","concept","variable","siteid","obs_value"
"430","NO_SEVERE_18_49",285,"patient","no previous contact","site_09",10
"431","NO_SEVERE_18_49",464,"patient","previous contact","site_09",10
"432","NO_SEVERE_sup_49",325,"patient","no previous contact","site_09",10
"433","NO_SEVERE_sup_49",645,"patient","previous contact","site_09",10
"434","SEVERE_NO_ARDS_18_49",10,"patient","no previous contact","site_09",10
"435","SEVERE_NO_ARDS_18_49",34,"patient","previous contact","site_09",10
"436","SEVERE_NO_ARDS_sup_49",42,"patient","no previous contact","site_09",10
"437","SEVERE_NO_ARDS_sup_49",91,"patient","previous contact","site_09",10
"438","ARDS_18_49",12,"status_at_90","death","site_09",10
"439","ARDS_sup_49",98,"status_at_90","death","site_09",10
"440","NO_SEVERE_18_49",,"status_at_90","death","site_09",10
"441","NO_SEVERE_sup_49",53,"status_at_90","death","site_09",10
"442","SEVERE_NO_ARDS_18_49",,"status_at_90","death","site_09",10
"443","SEVERE_NO_ARDS_sup_49",22,"status_at_90","death","site_09",10
"444","ARDS_18_49",24,"patient","number","site_10",3
"445","ARDS_sup_49",74,"patient","number","site_10",3
"446","NO_SEVERE_18_49",1031,"patient","number","site_10",3
"447","NO_SEVERE_sup_49",2762,"patient","number","site_10",3
"448","SEVERE_NO_ARDS_18_49",471,"patient","number","site_10",3
"449","SEVERE_NO_ARDS_sup_49",1198,"patient","number","site_10",3
"450","ARDS_18_49",,"patient","18to25","site_10",3
"451","ARDS_18_49",23,"patient","26to49","site_10",3
"452","ARDS_sup_49",45,"patient","50to69","site_10",3
"453","ARDS_sup_49",22,"patient","70to79","site_10",3
"454","ARDS_sup_49",7,"patient","80plus","site_10",3
"455","NO_SEVERE_18_49",174,"patient","18to25","site_10",3
"456","NO_SEVERE_18_49",857,"patient","26to49","site_10",3
"457","NO_SEVERE_sup_49",1332,"patient","50to69","site_10",3
"458","NO_SEVERE_sup_49",671,"patient","70to79","site_10",3
"459","NO_SEVERE_sup_49",759,"patient","80plus","site_10",3
"460","SEVERE_NO_ARDS_18_49",87,"patient","18to25","site_10",3
"461","SEVERE_NO_ARDS_18_49",384,"patient","26to49","site_10",3
"462","SEVERE_NO_ARDS_sup_49",669,"patient","50to69","site_10",3
"463","SEVERE_NO_ARDS_sup_49",313,"patient","70to79","site_10",3
"464","SEVERE_NO_ARDS_sup_49",216,"patient","80plus","site_10",3
"465","ARDS_18_49",8,"patient","female","site_10",3
"466","ARDS_18_49",16,"patient","male","site_10",3
"467","ARDS_sup_49",27,"patient","female","site_10",3
"468","ARDS_sup_49",47,"patient","male","site_10",3
"469","NO_SEVERE_18_49",573,"patient","female","site_10",3
"470","NO_SEVERE_18_49",458,"patient","male","site_10",3
"471","NO_SEVERE_sup_49",1427,"patient","female","site_10",3
"472","NO_SEVERE_sup_49",1335,"patient","male","site_10",3
"473","SEVERE_NO_ARDS_18_49",293,"patient","female","site_10",3
"474","SEVERE_NO_ARDS_18_49",178,"patient","male","site_10",3
"475","SEVERE_NO_ARDS_sup_49",562,"patient","female","site_10",3
"476","SEVERE_NO_ARDS_sup_49",636,"patient","male","site_10",3
"477","ARDS_18_49",17,"patient","no previous contact","site_10",3
"478","ARDS_18_49",7,"patient","previous contact","site_10",3
"479","ARDS_sup_49",30,"patient","no previous contact","site_10",3
"480","ARDS_sup_49",44,"patient","previous contact","site_10",3
"481","NO_SEVERE_18_49",425,"patient","no previous contact","site_10",3
"482","NO_SEVERE_18_49",606,"patient","previous contact","site_10",3
"483","NO_SEVERE_sup_49",1034,"patient","no previous contact","site_10",3
"484","NO_SEVERE_sup_49",1728,"patient","previous contact","site_10",3
"485","SEVERE_NO_ARDS_18_49",133,"patient","no previous contact","site_10",3
"486","SEVERE_NO_ARDS_18_49",338,"patient","previous contact","site_10",3
"487","SEVERE_NO_ARDS_sup_49",387,"patient","no previous contact","site_10",3
"488","SEVERE_NO_ARDS_sup_49",811,"patient","previous contact","site_10",3
"489","ARDS_18_49",3,"status_at_90","death","site_10",3
"490","ARDS_sup_49",18,"status_at_90","death","site_10",3
"491","NO_SEVERE_18_49",4,"status_at_90","death","site_10",3
"492","NO_SEVERE_sup_49",217,"status_at_90","death","site_10",3
"493","SEVERE_NO_ARDS_18_49",22,"status_at_90","death","site_10",3
"494","SEVERE_NO_ARDS_sup_49",261,"status_at_90","death","site_10",3
"495","ARDS_18_49",19,"patient","number","site_11",3
"496","ARDS_sup_49",193,"patient","number","site_11",3
"497","NO_SEVERE_18_49",308,"patient","number","site_11",3
"498","NO_SEVERE_sup_49",2521,"patient","number","site_11",3
"499","SEVERE_NO_ARDS_18_49",131,"patient","number","site_11",3
"500","SEVERE_NO_ARDS_sup_49",1033,"patient","number","site_11",3
"501","ARDS_18_49",3,"patient","18to25","site_11",3
"502","ARDS_18_49",16,"patient","26to49","site_11",3
"503","ARDS_sup_49",86,"patient","50to69","site_11",3
"504","ARDS_sup_49",64,"patient","70to79","site_11",3
"505","ARDS_sup_49",43,"patient","80plus","site_11",3
"506","NO_SEVERE_18_49",40,"patient","18to25","site_11",3
"507","NO_SEVERE_18_49",268,"patient","26to49","site_11",3
"508","NO_SEVERE_sup_49",851,"patient","50to69","site_11",3
"509","NO_SEVERE_sup_49",727,"patient","70to79","site_11",3
"510","NO_SEVERE_sup_49",943,"patient","80plus","site_11",3
"511","SEVERE_NO_ARDS_18_49",21,"patient","18to25","site_11",3
"512","SEVERE_NO_ARDS_18_49",110,"patient","26to49","site_11",3
"513","SEVERE_NO_ARDS_sup_49",419,"patient","50to69","site_11",3
"514","SEVERE_NO_ARDS_sup_49",352,"patient","70to79","site_11",3
"515","SEVERE_NO_ARDS_sup_49",262,"patient","80plus","site_11",3
"516","ARDS_18_49",11,"patient","female","site_11",3
"517","ARDS_18_49",8,"patient","male","site_11",3
"518","ARDS_sup_49",78,"patient","female","site_11",3
"519","ARDS_sup_49",115,"patient","male","site_11",3
"520","NO_SEVERE_18_49",176,"patient","female","site_11",3
"521","NO_SEVERE_18_49",132,"patient","male","site_11",3
"522","NO_SEVERE_sup_49",1281,"patient","female","site_11",3
"523","NO_SEVERE_sup_49",1240,"patient","male","site_11",3
"524","SEVERE_NO_ARDS_18_49",65,"patient","female","site_11",3
"525","SEVERE_NO_ARDS_18_49",66,"patient","male","site_11",3
"526","SEVERE_NO_ARDS_sup_49",485,"patient","female","site_11",3
"527","SEVERE_NO_ARDS_sup_49",548,"patient","male","site_11",3
"528","ARDS_18_49",,"patient","no previous contact","site_11",3
"529","ARDS_18_49",17,"patient","previous contact","site_11",3
"530","ARDS_sup_49",37,"patient","no previous contact","site_11",3
"531","ARDS_sup_49",156,"patient","previous contact","site_11",3
"532","NO_SEVERE_18_49",72,"patient","no previous contact","site_11",3
"533","NO_SEVERE_18_49",236,"patient","previous contact","site_11",3
"534","NO_SEVERE_sup_49",366,"patient","no previous contact","site_11",3
"535","NO_SEVERE_sup_49",2155,"patient","previous contact","site_11",3
"536","SEVERE_NO_ARDS_18_49",23,"patient","no previous contact","site_11",3
"537","SEVERE_NO_ARDS_18_49",108,"patient","previous contact","site_11",3
"538","SEVERE_NO_ARDS_sup_49",139,"patient","no previous contact","site_11",3
"539","SEVERE_NO_ARDS_sup_49",894,"patient","previous contact","site_11",3
"540","ARDS_18_49",4,"status_at_90","death","site_11",3
"541","ARDS_sup_49",148,"status_at_90","death","site_11",3
"542","NO_SEVERE_18_49",4,"status_at_90","death","site_11",3
"543","NO_SEVERE_sup_49",399,"status_at_90","death","site_11",3
"544","SEVERE_NO_ARDS_18_49",13,"status_at_90","death","site_11",3
"545","SEVERE_NO_ARDS_sup_49",323,"status_at_90","death","site_11",3
"546","ARDS_18_49",123,"patient","number","site_12",11
"547","ARDS_sup_49",1760,"patient","number","site_12",11
"548","NO_SEVERE_18_49",2373,"patient","number","site_12",11
"549","NO_SEVERE_sup_49",21171,"patient","number","site_12",11
"550","SEVERE_NO_ARDS_18_49",212,"patient","number","site_12",11
"551","SEVERE_NO_ARDS_sup_49",3766,"patient","number","site_12",11
"552","ARDS_18_49",,"patient","18to25","site_12",11
"553","ARDS_18_49",121,"patient","26to49","site_12",11
"554","ARDS_sup_49",699,"patient","50to69","site_12",11
"555","ARDS_sup_49",791,"patient","70to79","site_12",11
"556","ARDS_sup_49",270,"patient","80plus","site_12",11
"557","NO_SEVERE_18_49",145,"patient","18to25","site_12",11
"558","NO_SEVERE_18_49",2228,"patient","26to49","site_12",11
"559","NO_SEVERE_sup_49",8220,"patient","50to69","site_12",11
"560","NO_SEVERE_sup_49",8211,"patient","70to79","site_12",11
"561","NO_SEVERE_sup_49",4740,"patient","80plus","site_12",11
"562","SEVERE_NO_ARDS_18_49",,"patient","18to25","site_12",11
"563","SEVERE_NO_ARDS_18_49",209,"patient","26to49","site_12",11
"564","SEVERE_NO_ARDS_sup_49",1347,"patient","50to69","site_12",11
"565","SEVERE_NO_ARDS_sup_49",1668,"patient","70to79","site_12",11
"566","SEVERE_NO_ARDS_sup_49",751,"patient","80plus","site_12",11
"567","ARDS_18_49",32,"patient","female","site_12",11
"568","ARDS_18_49",91,"patient","male","site_12",11
"569","ARDS_sup_49",86,"patient","female","site_12",11
"570","ARDS_sup_49",1674,"patient","male","site_12",11
"571","NO_SEVERE_18_49",423,"patient","female","site_12",11
"572","NO_SEVERE_18_49",1950,"patient","male","site_12",11
"573","NO_SEVERE_sup_49",985,"patient","female","site_12",11
"574","NO_SEVERE_sup_49",20186,"patient","male","site_12",11
"575","SEVERE_NO_ARDS_18_49",22,"patient","female","site_12",11
"576","SEVERE_NO_ARDS_18_49",190,"patient","male","site_12",11
"577","SEVERE_NO_ARDS_sup_49",139,"patient","female","site_12",11
"578","SEVERE_NO_ARDS_sup_49",3627,"patient","male","site_12",11
"579","ARDS_18_49",20,"patient","no previous contact","site_12",11
"580","ARDS_18_49",103,"patient","previous contact","site_12",11
"581","ARDS_sup_49",99,"patient","no previous contact","site_12",11
"582","ARDS_sup_49",1661,"patient","previous contact","site_12",11
"583","NO_SEVERE_18_49",279,"patient","no previous contact","site_12",11
"584","NO_SEVERE_18_49",2094,"patient","previous contact","site_12",11
"585","NO_SEVERE_sup_49",718,"patient","no previous contact","site_12",11
"586","NO_SEVERE_sup_49",20453,"patient","previous contact","site_12",11
"587","SEVERE_NO_ARDS_18_49",20,"patient","no previous contact","site_12",11
"588","SEVERE_NO_ARDS_18_49",192,"patient","previous contact","site_12",11
"589","SEVERE_NO_ARDS_sup_49",129,"patient","no previous contact","site_12",11
"590","SEVERE_NO_ARDS_sup_49",3637,"patient","previous contact","site_12",11
"591","ARDS_18_49",16,"status_at_90","death","site_12",11
"592","ARDS_sup_49",684,"status_at_90","death","site_12",11
"593","NO_SEVERE_18_49",,"status_at_90","death","site_12",11
"594","NO_SEVERE_sup_49",1499,"status_at_90","death","site_12",11
"595","SEVERE_NO_ARDS_18_49",19,"status_at_90","death","site_12",11
"596","SEVERE_NO_ARDS_sup_49",1031,"status_at_90","death","site_12",11
"597","NO_SEVERE_18_49",28,"status_at_90","death","site_01",3
"598","NO_SEVERE_18_49",28,"status_at_90","death","site_01",3
"599","SEVERE_NO_ARDS_18_49",9,"status_at_90","death","site_01",3
"600","ARDS_18_49",14,"status_at_90","death","site_04",3
"601","ARDS_sup_49",105,"status_at_90","death","site_04",3
"602","NO_SEVERE_18_49",10,"status_at_90","death","site_04",3
"603","NO_SEVERE_sup_49",189,"status_at_90","death","site_04",3
"604","SEVERE_NO_ARDS_18_49",,"status_at_90","death","site_04",3
"605","SEVERE_NO_ARDS_sup_49",,"status_at_90","death","site_04",3
"606","ARDS_18_49",19,"elix","Congestive heart failure","site_01",3
"607","ARDS_18_49",60,"elix","Cardiac arrhythmia","site_01",3
"608","ARDS_18_49",7,"elix","Valvular disease","site_01",3
"609","ARDS_18_49",46,"elix","Pulmonary circulation disorder","site_01",3
"610","ARDS_18_49",4,"elix","Peripheral vascular disease","site_01",3
"611","ARDS_18_49",92,"elix","Hypertension","site_01",3
"612","ARDS_18_49",23,"elix","Paralysis","site_01",3
"613","ARDS_18_49",25,"elix","Other neurological disorders","site_01",3
"614","ARDS_18_49",37,"elix","Chronic pulmonary disease","site_01",3
"615","ARDS_18_49",73,"elix","Diabetes,","site_01",3
"616","ARDS_18_49",6,"elix","Hypothyroidism","site_01",3
"617","ARDS_18_49",39,"elix","Renal failure","site_01",3
"618","ARDS_18_49",40,"elix","Liver disease","site_01",3
"619","ARDS_18_49",6,"elix","Peptic ulcer disease","site_01",3
"620","ARDS_18_49",3,"elix","AIDS/HIV","site_01",3
"621","ARDS_18_49",4,"elix","Lymphoma","site_01",3
"622","ARDS_18_49",4,"elix","Metastatic cancer","site_01",3
"623","ARDS_18_49",4,"elix","Solid tumor without metastasis","site_01",3
"624","ARDS_18_49",10,"elix","Rheumatoid arthritis","site_01",3
"625","ARDS_18_49",22,"elix","Coagulopathy","site_01",3
"626","ARDS_18_49",179,"elix","Obesity","site_01",3
"627","ARDS_18_49",72,"elix","Weight loss","site_01",3
"628","ARDS_18_49",89,"elix","Fluid/electrolyte disorders","site_01",3
"629","ARDS_18_49",18,"elix","Blood loss anemia","site_01",3
"630","ARDS_18_49",22,"elix","Deficiency anemia","site_01",3
"631","ARDS_18_49",11,"elix","Alcohol abuse","site_01",3
"632","ARDS_18_49",5,"elix","Drug abuse","site_01",3
"633","ARDS_18_49",10,"elix","Psychoses","site_01",3
"634","ARDS_18_49",43,"elix","Depression","site_01",3
"635","ARDS_18_49",9,"elix","Cancer","site_01",3
"636","ARDS_sup_49",507,"elix","Congestive heart failure","site_01",3
"637","ARDS_sup_49",596,"elix","Cardiac arrhythmia","site_01",3
"638","ARDS_sup_49",200,"elix","Valvular disease","site_01",3
"639","ARDS_sup_49",289,"elix","Pulmonary circulation disorder","site_01",3
"640","ARDS_sup_49",127,"elix","Peripheral vascular disease","site_01",3
"641","ARDS_sup_49",1183,"elix","Hypertension","site_01",3
"642","ARDS_sup_49",148,"elix","Paralysis","site_01",3
"643","ARDS_sup_49",181,"elix","Other neurological disorders","site_01",3
"644","ARDS_sup_49",337,"elix","Chronic pulmonary disease","site_01",3
"645","ARDS_sup_49",798,"elix","Diabetes,","site_01",3
"646","ARDS_sup_49",127,"elix","Hypothyroidism","site_01",3
"647","ARDS_sup_49",307,"elix","Renal failure","site_01",3
"648","ARDS_sup_49",170,"elix","Liver disease","site_01",3
"649","ARDS_sup_49",53,"elix","Peptic ulcer disease","site_01",3
"650","ARDS_sup_49",41,"elix","AIDS/HIV","site_01",3
"651","ARDS_sup_49",49,"elix","Lymphoma","site_01",3
"652","ARDS_sup_49",32,"elix","Metastatic cancer","site_01",3
"653","ARDS_sup_49",131,"elix","Solid tumor without metastasis","site_01",3
"654","ARDS_sup_49",55,"elix","Rheumatoid arthritis","site_01",3
"655","ARDS_sup_49",185,"elix","Coagulopathy","site_01",3
"656","ARDS_sup_49",724,"elix","Obesity","site_01",3
"657","ARDS_sup_49",585,"elix","Weight loss","site_01",3
"658","ARDS_sup_49",648,"elix","Fluid/electrolyte disorders","site_01",3
"659","ARDS_sup_49",113,"elix","Blood loss anemia","site_01",3
"660","ARDS_sup_49",140,"elix","Deficiency anemia","site_01",3
"661","ARDS_sup_49",89,"elix","Alcohol abuse","site_01",3
"662","ARDS_sup_49",9,"elix","Drug abuse","site_01",3
"663","ARDS_sup_49",48,"elix","Psychoses","site_01",3
"664","ARDS_sup_49",228,"elix","Depression","site_01",3
"665","ARDS_sup_49",176,"elix","Cancer","site_01",3
"666","NO_SEVERE_18_49",63,"elix","Congestive heart failure","site_01",3
"667","NO_SEVERE_18_49",108,"elix","Cardiac arrhythmia","site_01",3
"668","NO_SEVERE_18_49",31,"elix","Valvular disease","site_01",3
"669","NO_SEVERE_18_49",79,"elix","Pulmonary circulation disorder","site_01",3
"670","NO_SEVERE_18_49",26,"elix","Peripheral vascular disease","site_01",3
"671","NO_SEVERE_18_49",204,"elix","Hypertension","site_01",3
"672","NO_SEVERE_18_49",42,"elix","Paralysis","site_01",3
"673","NO_SEVERE_18_49",103,"elix","Other neurological disorders","site_01",3
"674","NO_SEVERE_18_49",147,"elix","Chronic pulmonary disease","site_01",3
"675","NO_SEVERE_18_49",255,"elix","Diabetes,","site_01",3
"676","NO_SEVERE_18_49",32,"elix","Hypothyroidism","site_01",3
"677","NO_SEVERE_18_49",86,"elix","Renal failure","site_01",3
"678","NO_SEVERE_18_49",144,"elix","Liver disease","site_01",3
"679","NO_SEVERE_18_49",9,"elix","Peptic ulcer disease","site_01",3
"680","NO_SEVERE_18_49",56,"elix","AIDS/HIV","site_01",3
"681","NO_SEVERE_18_49",27,"elix","Lymphoma","site_01",3
"682","NO_SEVERE_18_49",26,"elix","Metastatic cancer","site_01",3
"683","NO_SEVERE_18_49",54,"elix","Solid tumor without metastasis","site_01",3
"684","NO_SEVERE_18_49",77,"elix","Rheumatoid arthritis","site_01",3
"685","NO_SEVERE_18_49",92,"elix","Coagulopathy","site_01",3
"686","NO_SEVERE_18_49",410,"elix","Obesity","site_01",3
"687","NO_SEVERE_18_49",179,"elix","Weight loss","site_01",3
"688","NO_SEVERE_18_49",183,"elix","Fluid/electrolyte disorders","site_01",3
"689","NO_SEVERE_18_49",87,"elix","Blood loss anemia","site_01",3
"690","NO_SEVERE_18_49",101,"elix","Deficiency anemia","site_01",3
"691","NO_SEVERE_18_49",56,"elix","Alcohol abuse","site_01",3
"692","NO_SEVERE_18_49",40,"elix","Drug abuse","site_01",3
"693","NO_SEVERE_18_49",37,"elix","Psychoses","site_01",3
"694","NO_SEVERE_18_49",140,"elix","Depression","site_01",3
"695","NO_SEVERE_18_49",82,"elix","Cancer","site_01",3
"696","NO_SEVERE_sup_49",1886,"elix","Congestive heart failure","site_01",3
"697","NO_SEVERE_sup_49",2018,"elix","Cardiac arrhythmia","site_01",3
"698","NO_SEVERE_sup_49",1009,"elix","Valvular disease","site_01",3
"699","NO_SEVERE_sup_49",575,"elix","Pulmonary circulation disorder","site_01",3
"700","NO_SEVERE_sup_49",579,"elix","Peripheral vascular disease","site_01",3
"701","NO_SEVERE_sup_49",4160,"elix","Hypertension","site_01",3
"702","NO_SEVERE_sup_49",388,"elix","Paralysis","site_01",3
"703","NO_SEVERE_sup_49",913,"elix","Other neurological disorders","site_01",3
"704","NO_SEVERE_sup_49",1211,"elix","Chronic pulmonary disease","site_01",3
"705","NO_SEVERE_sup_49",2679,"elix","Diabetes,","site_01",3
"706","NO_SEVERE_sup_49",566,"elix","Hypothyroidism","site_01",3
"707","NO_SEVERE_sup_49",1349,"elix","Renal failure","site_01",3
"708","NO_SEVERE_sup_49",551,"elix","Liver disease","site_01",3
"709","NO_SEVERE_sup_49",112,"elix","Peptic ulcer disease","site_01",3
"710","NO_SEVERE_sup_49",136,"elix","AIDS/HIV","site_01",3
"711","NO_SEVERE_sup_49",188,"elix","Lymphoma","site_01",3
"712","NO_SEVERE_sup_49",272,"elix","Metastatic cancer","site_01",3
"713","NO_SEVERE_sup_49",751,"elix","Solid tumor without metastasis","site_01",3
"714","NO_SEVERE_sup_49",293,"elix","Rheumatoid arthritis","site_01",3
"715","NO_SEVERE_sup_49",447,"elix","Coagulopathy","site_01",3
"716","NO_SEVERE_sup_49",1441,"elix","Obesity","site_01",3
"717","NO_SEVERE_sup_49",2854,"elix","Weight loss","site_01",3
"718","NO_SEVERE_sup_49",1866,"elix","Fluid/electrolyte disorders","site_01",3
"719","NO_SEVERE_sup_49",700,"elix","Blood loss anemia","site_01",3
"720","NO_SEVERE_sup_49",882,"elix","Deficiency anemia","site_01",3
